Fund,Service,Department,Program,Account Description,Fiscal Year Range,Division,Service Area,Org Code,Fund Code,Project Code,Project Description,Program Code,Program Description,Account Type,Account Code,Amount,Budget Type,Budget Name,Amount as number,,,
General Fund,"Arts, Culture & Recreation",Seattle Center,Building and Campus Improvements,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,"Arts, Culture & Recreation",Seattle Center,Campus,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Utilities & Transportation,Public Utilities,Leadership and Administration,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Administration,Finance and Administrative Services,City Finance,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Utilities & Transportation,Transportation,Leadership and Administration,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Administration,Information Technology,Leadership and Administration,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Utilities & Transportation,City Light,Transmission and Distribution O&M,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Utilities & Transportation,Public Utilities,Utility Service and Operations,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Utilities & Transportation,Public Utilities,Utility Service and Operations,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Utilities & Transportation,Transportation,Bridges & Structures,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Neighborhoods & Development,Housing,Leadership and Administration,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Utilities & Transportation,Transportation,Mobility Operations,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Utilities & Transportation,Public Utilities,General Expense,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Utilities & Transportation,Public Utilities,Utility Service and Operations,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Neighborhoods & Development,Neighborhoods,Leadership and Administration,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Administration,Finance General,Reserves,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Administration,Finance General,Reserves,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Public Safety,Police,Special Operations,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,"Arts, Culture & Recreation",Parks and Recreation,Recreation Facility Programs,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Administration,Finance and Administrative Services,Fleet Services,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,"Arts, Culture & Recreation",Parks and Recreation,Seattle Conservation Corps,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Utilities & Transportation,Public Utilities,General Expense,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Administration,Finance and Administrative Services,FAS Project Delivery Services,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,"Arts, Culture & Recreation",Parks and Recreation,Cost Center Maintenance and Repairs,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Administration,Legislative,Legislative Department,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Utilities & Transportation,Transportation,Mobility Operations,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Administration,Civil Rights,Civil Rights,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Administration,Finance and Administrative Services,City Finance,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Public Safety,Police,Special Investigations,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,"Arts, Culture & Recreation",Library,Chief Librarians Office,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Public Safety,Fire,Operations,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Utilities & Transportation,Public Utilities,Utility Service and Operations,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Utilities & Transportation,Transportation,Maintenance Operations,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,"Arts, Culture & Recreation",Parks and Recreation,Recreation Facility Programs,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,"Arts, Culture & Recreation",Seattle Center,Leadership and Administration,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Neighborhoods & Development,Economic Development,Leadership and Administration,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Administration,Ethics and Elections,Democracy Vouchers,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Administration,Information Technology,Digital Engagement,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Utilities & Transportation,City Light,Environmental Affairs O&M,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,"Arts, Culture & Recreation",Seattle Center,Campus,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Utilities & Transportation,City Light,Taxes,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Neighborhoods & Development,Housing,Leadership and Administration,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Utilities & Transportation,Transportation,Mobility Operations,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Utilities & Transportation,Public Utilities,Leadership and Administration,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Utilities & Transportation,City Light,Customer Focused - CIP,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,"Arts, Culture & Recreation",Seattle Center,KeyArena,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Administration,Finance and Administrative Services,City Finance,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Neighborhoods & Development,Construction and Inspections,Process Improvements & Technology,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Utilities & Transportation,Transportation,Major Maintenance/Replacement,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,"Arts, Culture & Recreation",Parks and Recreation,Cost Center Maintenance and Repairs,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Administration,Finance General,Appropriation to Special Funds,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Utilities & Transportation,City Light,Transmission and Distribution - CIP,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Education & Human Services,Human Services,Addressing Homelessness,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Administration,Legislative,Leadership and Administration,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Utilities & Transportation,Public Utilities,Leadership and Administration,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Administration,Finance General,Reserves,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Education & Human Services,Human Services,Supporting Affordability and Livability,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Administration,Finance General,Appropriation to Special Funds,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Administration,Finance General,Reserves,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,"Arts, Culture & Recreation",Parks and Recreation,Parks and Open Space,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Utilities & Transportation,Public Utilities,Leadership and Administration,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Education & Human Services,Education and Early Learning,K-12 Programs,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Utilities & Transportation,Public Utilities,General Expense,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Administration,Finance General,Appropriation to Special Funds,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Utilities & Transportation,Public Utilities,Utility Service and Operations,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Utilities & Transportation,Transportation,Mobility-Capital,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,"Arts, Culture & Recreation",Seattle Center,McCaw Hall Capital Reserve,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,"Arts, Culture & Recreation",Seattle Center,Leadership and Administration,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Administration,Finance General,Reserves,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Public Safety,Fire,Operations,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,"Arts, Culture & Recreation",Parks and Recreation,Cost Center Maintenance and Repairs,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Education & Human Services,Human Services,Emergency Preparedness and Provider Support,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Administration,Information Technology,Leadership and Administration,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Administration,Information Technology,Capital Improvement Projects,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Neighborhoods & Development,Neighborhoods,Community Building,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Education & Human Services,Human Services,Supporting Affordability and Livability,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,"Arts, Culture & Recreation",Library,Administrative/Support Service,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Education & Human Services,Human Services,Preparing Youth for Success,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Administration,Finance General,Appropriation to Special Funds,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Public Safety,Fire,Operations,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Public Safety,Fire,Leadership and Administration,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Public Safety,Police,Southwest Precinct,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Utilities & Transportation,City Light,Financial Services - CIP,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Administration,Human Resources,HR Services,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Neighborhoods & Development,Economic Development,Business Services,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Administration,Finance General,Reserves,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Administration,Hearing Examiner,Office of the Hearing Examiner,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Utilities & Transportation,City Light,Leadership and Administration - Financial Services O&M,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Utilities & Transportation,Transportation,Major Maintenance/Replacement,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Utilities & Transportation,City Light,"Customer Service, Communications and Regulatory Affairs",2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Neighborhoods & Development,Economic Development,Leadership and Administration,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Utilities & Transportation,City Light,Transmission and Distribution O&M,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Administration,Human Resources,Leadership and Administration,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,"Arts, Culture & Recreation",Parks and Recreation,2008 Parks Levy,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,"Arts, Culture & Recreation",Parks and Recreation,Departmentwide Programs,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Neighborhoods & Development,Neighborhoods,Neighborhood Matching Fund,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Utilities & Transportation,Transportation,General Expense,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Utilities & Transportation,Transportation,Major Projects,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Administration,Human Resources,Leadership and Administration,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Neighborhoods & Development,Construction and Inspections,Leadership and Administration,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
